ID	Name\HasVariant	Glottocode	Family	ISO639P3Code	PRONTO
wuvuluaua	Wuvulu-Aua		wuvu1239	Austronesian	wuv	https://drive.google.com/file/d/1La_Ue9t8Q29YwVcfm06cHX2jebVbcPZn/view?usp=share_link
xavante	Xavánte		xava1240	Nuclear-Macro-Je	xav	https://drive.google.com/file/d/17ORUwAX5zW75s2GYZcEUSfVltNR4fC7j/view?usp=share_link
yabem	Yabem		yabe1254	Austronesian	jae	https://drive.google.com/file/d/1dao4LjQTvlhpSJF6QZAzw7h5-KoRgDRR/view?usp=share_link
yagua	Yagua		yagu1244	Peba-Yagua	yad	https://drive.google.com/file/d/1--5_DtxNw_d0YbSoIipX77QSizNSJ1cL/view?usp=share_link
yakan	Yakan		yaka1277	Austronesian	yka	https://drive.google.com/file/d/1p46_aI5JSFDsv4xriw1CM8NhOxfDszIk/view?usp=share_link
kosarekyale	Kosarek Yale		kosa1249	Nuclear Trans New Guinea	kkl	https://drive.google.com/file/d/1SE_12q8_gO3Gj9aD7hSxXpIwgkC5uZol/view?usp=share_link
yalunka	Yalunka		yalu1240	Mande	yal	https://drive.google.com/file/d/1sx99UyU41COevIVJhhTh2FfLtDLiWo1i/view?usp=share_link
yaminahua	Yaminahua		yami1256	Pano-Tacanan	yaa	https://drive.google.com/file/d/1NEva80ifeQjlF9FBGKoCSLuZl3CuA0oO/view?usp=share_link
yanesha	Yanesha'		yane1238	Arawakan	ame	https://drive.google.com/file/d/1HxKLYPyBl3H_eYj-Sq4zIEdvsqpDOQF7/view?usp=share_link
yaoure	Yaouré		yaou1238	Mande	yre	https://drive.google.com/file/d/1hg_RZcyFEE4OgJ21AXsjKaXbRRvCacuL/view?usp=share_link
yapese	Yapese		yape1248	Austronesian	yap	https://drive.google.com/file/d/1QUyMFgXhIl1H2bz7UadIATZWlPUOrIYK/view?usp=share_link
yaqui	Yaqui		yaqu1251	Uto-Aztecan	yaq	https://drive.google.com/file/d/15pOcdUy2kKWwe8VivkFY9ANGskyn0mwn/view?usp=share_link
yareba	Yareba		yare1248	Yareban	yrb	https://drive.google.com/file/d/18oQu-SoS_iVhZPVaKZan-9BPzSAAw8wS/view?usp=share_link
yaunungon	Yau-Nungon		yaum1237	Nuclear Trans New Guinea	yuw	https://drive.google.com/file/d/1HVMDbwGi240pAeuURFIBHjsVwHK3qH9B/view?usp=share_link
yawa	Yawa		nucl1454	Yawa-Saweru	yva	https://drive.google.com/file/d/17N3U_GzX9DV-aDA5kxKkVFQGWQOESRT_/view?usp=share_link
yaweyuha	Yaweyuha		yawe1241	Nuclear Trans New Guinea	yby	https://drive.google.com/file/d/1SKqoJHq0gAVUWX10RQW9W5EcKXExT3m5/view?usp=share_link
yele	Yele		yele1255		yle	https://drive.google.com/file/d/1nsAzm8MsknA2qyNuYkAPSuVm-wIyWPdL/view?usp=share_link
yessanmayo	Yessan-Mayo		yess1239	Sepik	yss	https://drive.google.com/file/d/1uuI83VrIKw4pfF21ERAwFPrPfFusTR0l/view?usp=share_link
yessanmayo1	Yessan-Mayo	1	yess1239	Sepik	yss	https://drive.google.com/file/d/1hkjjMotIObolC0rp_RZmX7LkUcwVZ8WI/view?usp=share_link
yine	Yine		yine1238	Arawakan	pib	https://drive.google.com/file/d/1yYoHaTMX75r_pJFXfHqwS3e7R6bM3ZKh/view?usp=share_link
yonggom	Yonggom		yong1280	Nuclear Trans New Guinea	yon	https://drive.google.com/file/d/1waISixon7zOB8o_vgsMNhWj0UsjraD3K/view?usp=share_link
yopno	Yopno		yopn1238	Nuclear Trans New Guinea	yut	https://drive.google.com/file/d/1Mgnemp5yvnqGWhbASTKKgIkjeUkHHG2Z/view?usp=share_link
yoruba	Yoruba		yoru1245	Atlantic-Congo	yor	https://drive.google.com/file/d/1Iwwa9naZnWHw3nuSf5yh55HPVaGizY-t/view?usp=share_link
yucuna	Yucuna		yucu1253	Arawakan	ycn	https://drive.google.com/file/d/1h2LgBrFNbJadzL2X7u_AEB5gcnLNaQR3/view?usp=share_link
zaiwa	Zaiwa		zaiw1241	Sino-Tibetan	atb	https://drive.google.com/file/d/1C4_9JlsuR6gGsfk3yQFWxJdvXUcVRRAx/view?usp=share_link
amatlanzapotec	Amatlán Zapotec		amat1238	Otomanguean	zpo	https://drive.google.com/file/d/1rBCLUQULpHO5AqaVyiJiuEpKvwvqGN6D/view?usp=share_link
cajonoszapotec	Cajonos Zapotec		cajo1238	Otomanguean	zad	https://drive.google.com/file/d/1rff_5vLfk7-M-W3KMgUfBKDfVJ3YXLHD/view?usp=share_link
chichicapanzapotec	Chichicapan Zapotec		chic1274	Otomanguean	zpv	https://drive.google.com/file/d/11elyFJlCww7ZV7VPL6ncAHf5DkYQiH02/view?usp=share_link
choapanzapotec	Choapan Zapotec		choa1237	Otomanguean	zpc	https://drive.google.com/file/d/14fouNhpgresKqhoEzpwjgu7PrNhOiq84/view?usp=share_link
coatecasaltaszapotec	Coatecas Altas Zapotec		coat1244	Otomanguean	zca	https://drive.google.com/file/d/1kOayZiyzF_PfdpwskZPF2FFW65y9v_ey/view?usp=share_link
isthmuszapotec	Isthmus Zapotec		isth1244	Otomanguean	zai	https://drive.google.com/file/d/1sKTArxOAxAWjQHHeHK_5bYG23-_kFKsj/view?usp=share_link
lachixiozapotec	Lachixío Zapotec		lach1249	Otomanguean	zpl	https://drive.google.com/file/d/1aC2yV6HHwQ6coU-ZFz9pfZAagDTLZLxu/view?usp=share_link
cuixtlaxitlazapotec	Cuixtla-Xitla Zapotec		miah1235	Otomanguean	zam	https://drive.google.com/file/d/1RkXPU_C2TYHb19ojsj0AW1I3fMB9Eg8a/view?usp=share_link
mixtepeczapotec	Mixtepec Zapotec		mixt1426	Otomanguean	zpm	https://drive.google.com/file/d/1xiJ-V6DqaUwZcgBG2pOF-yK6y6jd9kvy/view?usp=share_link
ocotlanzapotec	Ocotlán Zapotec		ocot1244	Otomanguean	zac	https://drive.google.com/file/d/16kccqP76bdd5q8TPM7dGH2cd20Auew-o/view?usp=share_link
ozolotepeczapotec	Ozolotepec Zapotec		ozol1235	Otomanguean	zao	https://drive.google.com/file/d/107EcmP0dZ7nkS6G90pcbPMDZkT8zvN7M/view?usp=share_link
quioquitaniquierizapotec	Quioquitani-Quieri Zapotec		quio1241	Otomanguean	ztq	https://drive.google.com/file/d/1OjXLss1eQYap8OrFvqw9IyAjEXiusrd8/view?usp=share_link
rinconzapotec	Rincón Zapotec		rinc1236	Otomanguean	zar	https://drive.google.com/file/d/1FRBjfaNBPZAY-UBRnd91KyyR1xl8fK5R/view?usp=share_link
westerntlacolulavalleyzapotec	Western Tlacolula Valley Zapotec		sanj1284	Otomanguean	zab	https://drive.google.com/file/d/1K-jZYAFrY27dbQ_F8eN81BkElvTGyFMm/view?usp=share_link
santamariaquiegolanizapotec	Santa María Quiegolani Zapotec		sant1451	Otomanguean	zpi	https://drive.google.com/file/d/1zhrOg09npAsFmw_LZn2BvxDgoEGt0zDd/view?usp=share_link
santodomingoalbarradaszapotec	Santo Domingo Albarradas Zapotec		sant1450	Otomanguean	zas	https://drive.google.com/file/d/10v9GjdF-tX8HIrbvU8IZnt4Qv_ijLvrw/view?usp=share_link
sierradejuarezzapotec	Sierra de Juárez Zapotec		sier1250	Otomanguean	zaa	https://drive.google.com/file/d/1YgqlLPoR0vT-V0zb9g7nigjvuMY8I2X3/view?usp=share_link
southernrinconzapotec	Southern Rincon Zapotec		sout3004	Otomanguean	zsr	https://drive.google.com/file/d/1l9wxiOjzhynIqw20_HdFURHqK5YQnR5t/view?usp=share_link
tabaazapotec	Tabaa Zapotec		taba1268	Otomanguean	zat	https://drive.google.com/file/d/11pn0-7J94Ia70AjXesX1g6L_EMO0qEvS/view?usp=share_link
texmelucanzapotec	Texmelucan Zapotec		texm1235	Otomanguean	zpz	https://drive.google.com/file/d/1Kta5VJupEVZOVlvMxkAV7qoGnxhT5L8L/view?usp=share_link
yalalagzapotec	Yalálag Zapotec		yala1267	Otomanguean	zpu	https://drive.google.com/file/d/12mL6V9EJ986Gfx7Gqq3BjZTo8KuZ9TE5/view?usp=share_link
yateezapotec	Yatee Zapotec		yate1242	Otomanguean	zty	https://drive.google.com/file/d/1f0Q73ViGoVfk_s-w838rJ01v9SMbs-Aq/view?usp=share_link
yatzachizapotec	Yatzachi Zapotec		yatz1235	Otomanguean	zav	https://drive.google.com/file/d/1bLBYFi4nBC02lqxEvYcutlj2C6gNiS7C/view?usp=share_link
zoogochozapotec	Zoogocho Zapotec		zoog1238	Otomanguean	zpq	https://drive.google.com/file/d/14cm_T1XJz08gyc3BAuF8XufRTDBjtJH3/view?usp=share_link
zaramo	Zaramo		zara1247	Atlantic-Congo	zaj	https://drive.google.com/file/d/1HqwmzpugTNbfunFqsxurqVeJo3gBlTHP/view?usp=share_link
zia	Zia		ziaa1250	Nuclear Trans New Guinea	zia	https://drive.google.com/file/d/1x9XE1Mcke9L3fhQi5427NArrLD6CgYjK/view?usp=share_link
zigulamushungulu	Zigula-Mushungulu		zigu1244	Atlantic-Congo	ziw	https://drive.google.com/file/d/1TFCRqRqowfIahHvaFGh_lpIXPyeeHzF4/view?usp=share_link
northernchiapaszoque	Northern Chiapas Zoque		fran1266	Mixe-Zoque	zos	https://drive.google.com/file/d/1b1gfY3KbfijQ7Dlj4mwd9IOEWWRmm3WL/view?usp=share_link
shona	Shona		shon1251	Atlantic-Congo	sna	https://drive.google.com/file/d/1hEKR9uDY2V-NvnMjfJiIxxRRvFcQ8L6i/view?usp=share_link
ewe	Ewe		ewee1241	Atlantic-Congo	ewe	https://drive.google.com/file/d/19nygGB_ODHyZXXmJdhfqO3880uwkC-cK/view?usp=share_link
belarusian1	Belarusian	1	bela1254	Indo-European	bel	https://drive.google.com/file/d/1pLYJXg3DrdlV5RoIUWa98UHjkRtF72D1/view?usp=share_link
malayalam1	Malayalam	1	mala1464	Dravidian	mal	https://drive.google.com/file/d/1IM4yt4aFK3CuZ86pQBtFRlKGEqGsYE36/view?usp=share_link
auhelawa1	'Auhelawa	1	auhe1237	Austronesian	kud	https://drive.google.com/file/d/1hbk3X3nMy0SLezqM2CsbfyJN7PyTWqIU/view?usp=share_link
